day,contact_language,incoming,backlog_start_of_the_day,backlog24hrs_start_of_the_day,head_sla
2024-02-10,en,484,388,200,0.8925619834710744
2024-02-10,es,169,523,246,0.6745562130177515
2024-02-10,fr,315,848,536,0.526984126984127
2024-02-10,it,187,151,78,0.8823529411764706
2024-02-11,de,753,1778,1387,0.8778220451527224
2024-02-11,en,554,371,247,0.9620938628158845
2024-02-11,es,171,424,296,0.8888888888888888
2024-02-11,fr,217,906,669,0.8940092165898618
2024-02-11,it,131,108,63,0.9694656488549618
2024-02-12,de,2023,1597,1230,0.9431537320810677
2024-02-12,en,1252,390,233,0.9680511182108626
2024-02-12,es,516,286,222,0.9031007751937985
2024-02-12,fr,746,808,680,0.9450402144772118
2024-02-12,it,247,91,64,0.9554655870445344
2024-02-13,de,1990,1349,823,0.9552763819095478
2024-02-13,en,1104,417,142,0.970108695652174
2024-02-13,es,530,352,159,0.9245283018867925
2024-02-13,fr,752,676,411,0.9547872340425532
2024-02-13,it,307,117,52,0.9543973941368078
2024-02-14,de,1846,1217,847,0.9490790899241603
2024-02-14,en,898,410,151,0.9587973273942093
2024-02-14,es,484,312,143,0.9008264462809917
2024-02-14,fr,731,603,387,0.9534883720930233
2024-02-14,it,218,134,58,0.9724770642201835
2024-02-15,de,1812,1330,850,0.9150110375275938
2024-02-15,en,1080,364,160,0.9416666666666667
2024-02-15,es,515,314,133,0.7825242718446602
2024-02-15,fr,649,571,385,0.9137134052388289
2024-02-15,it,236,115,68,0.9533898305084746
2024-02-16,de,1579,1405,867,0.7865737808739709
2024-02-16,en,803,456,175,0.8816936488169365
2024-02-16,es,413,388,152,0.7215496368038741
2024-02-16,fr,603,634,394,0.7960199004975125
2024-02-16,it,296,120,65,0.9087837837837838
2024-02-17,de,641,1605,976,0.625585023400936
2024-02-17,en,490,419,186,0.8612244897959184
2024-02-17,es,204,386,189,0.7352941176470589
2024-02-17,fr,343,599,407,0.5685131195335277
2024-02-17,it,113,128,55,0.831858407079646
2024-02-18,de,581,1499,1094,0.7676419965576592
2024-02-18,en,495,331,185,0.8929292929292929
2024-02-18,es,160,379,227,0.8875
2024-02-18,fr,271,552,328,0.6900369003690037
2024-02-18,it,93,108,70,0.9354838709677419
2024-02-19,de,1990,1515,1123,0.8482412060301507
2024-02-19,en,1306,436,217,0.9287901990811639
2024-02-19,es,552,256,189,0.9565217391304348
2024-02-19,fr,560,515,353,0.7107142857142857
2024-02-19,it,291,88,64,0.9656357388316151
2024-02-20,de,1919,1802,865,0.8931735278791036
2024-02-20,en,1091,555,143,0.9495875343721356
2024-02-20,es,531,241,99,0.9661016949152542
2024-02-20,fr,689,658,265,0.9332365747460087
2024-02-20,it,281,104,41,0.9430604982206405
2024-02-21,de,1803,1682,818,0.913477537437604
2024-02-21,en,1130,453,130,0.9539823008849557
2024-02-21,es,496,139,54,0.9717741935483871
2024-02-21,fr,816,489,215,0.9485294117647058
2024-02-21,it,253,113,48,0.932806324110672
2024-02-22,de,1748,1413,763,0.8832951945080092
2024-02-22,en,1054,432,127,0.952561669829222
2024-02-22,es,415,140,64,0.9156626506024096
2024-02-22,fr,704,367,133,0.9502840909090909
2024-02-22,it,223,121,55,0.9461883408071748
2024-02-23,de,1777,1283,777,0.8317388857625211
2024-02-23,en,854,474,142,0.8782201405152225
2024-02-23,es,344,181,66,0.8343023255813954
2024-02-23,fr,639,344,137,0.8513302034428795
2024-02-23,it,226,113,64,0.9203539823008849
2024-02-24,de,642,1328,697,0.7227414330218068
2024-02-24,en,468,311,112,0.8717948717948718
2024-02-24,es,188,211,76,0.9521276595744681
2024-02-24,fr,298,316,128,0.7718120805369127
2024-02-24,it,145,120,74,0.9448275862068966
2024-02-25,de,665,1306,907,0.8721804511278195
2024-02-25,en,459,408,175,0.9564270152505446
2024-02-25,es,162,171,92,0.9753086419753086
2024-02-25,fr,231,339,207,0.8744588744588745
2024-02-25,it,69,106,87,0.927536231884058
2024-02-26,de,2108,1045,705,0.9084440227703985
2024-02-26,en,1145,256,131,0.9834061135371179
2024-02-26,es,538,116,84,0.9609665427509294
2024-02-26,fr,669,340,217,0.9671150971599403
2024-02-26,it,289,105,89,0.9515570934256056
2024-02-27,de,2023,1306,546,0.8319327731092437
2024-02-27,en,1157,312,96,0.9299913569576491
2024-02-27,es,502,204,65,0.9581673306772909
2024-02-27,fr,684,347,131,0.9152046783625731
2024-02-27,it,270,130,79,0.9555555555555556
2024-02-28,de,1976,1451,560,0.742914979757085
2024-02-28,en,1111,385,94,0.8892889288928892
2024-02-28,es,579,219,78,0.8411053540587219
2024-02-28,fr,692,380,121,0.9263005780346821
2024-02-28,it,275,128,92,0.8945454545454545
2024-02-29,de,2066,2032,746,0.6931268151016456
2024-02-29,en,1118,492,121,0.8425760286225402
2024-02-29,es,529,374,86,0.6767485822306238
2024-02-29,fr,717,360,129,0.9456066945606695
2024-02-29,it,245,195,97,0.7836734693877551
2024-03-01,de,1659,2234,916,0.3182640144665461
2024-03-01,en,1064,652,193,0.7922932330827067
2024-03-01,es,477,388,139,0.5618448637316562
2024-03-01,fr,715,308,112,0.8461538461538461
2024-03-01,it,197,200,63,0.868020304568528
2024-03-02,de,685,2468,1203,0.21605839416058395
2024-03-02,en,544,778,248,0.8161764705882353
2024-03-02,es,207,491,228,0.6038647342995169
2024-03-02,fr,399,300,104,0.7468671679197995
2024-03-02,it,135,119,56,0.9111111111111111
2024-03-03,de,816,2204,1657,0.6409313725490197
2024-03-03,en,497,495,264,0.9094567404426559
2024-03-03,es,180,474,340,0.5888888888888889
2024-03-03,fr,242,358,194,0.9214876033057852
2024-03-03,it,91,85,55,0.9340659340659341
2024-03-04,de,2018,2055,1382,0.7467789890981169
2024-03-04,en,1735,359,213,0.9043227665706052
2024-03-04,es,505,368,228,0.7306930693069307
2024-03-04,fr,773,320,205,0.8292367399741267
2024-03-04,it,353,83,53,0.9603399433427762
2024-03-05,de,2101,2198,1006,0.7486910994764397
2024-03-05,en,1141,786,175,0.8343558282208589
2024-03-05,es,458,449,178,0.6790393013100436
2024-03-05,fr,730,406,112,0.8041095890410959
2024-03-05,it,282,103,42,0.9184397163120568
2024-03-06,de,1784,2264,1196,0.7001121076233184
2024-03-06,en,1175,668,236,0.7668085106382979
2024-03-06,es,486,488,225,0.6707818930041153
2024-03-06,fr,681,524,182,0.8810572687224669
2024-03-06,it,214,95,45,0.9252336448598131
2024-03-07,de,1704,2321,1188,0.596244131455399
2024-03-07,en,951,835,280,0.6876971608832808
2024-03-07,es,374,544,252,0.6229946524064172
2024-03-07,fr,680,430,178,0.8029411764705883
2024-03-07,it,207,110,61,0.8985507246376812
2024-03-08,de,1274,2323,1179,0.4803767660910518
2024-03-08,en,828,849,316,0.6751207729468599
2024-03-08,es,283,562,307,0.5159010600706714
2024-03-08,fr,511,473,177,0.6223091976516634
2024-03-08,it,158,118,52,0.8670886075949367
2024-03-09,de,597,2130,1240,0.4472361809045226
2024-03-09,en,478,1005,424,0.6673640167364017
2024-03-09,es,178,484,308,0.4044943820224719
2024-03-09,fr,250,500,220,0.608
2024-03-09,it,177,97,55,0.9378531073446328
2024-03-10,de,770,1901,1394,0.7987012987012987
2024-03-10,en,472,770,443,0.826271186440678
2024-03-10,es,193,505,345,0.6010362694300518
2024-03-10,fr,227,480,319,0.8502202643171806
2024-03-10,it,115,100,63,0.9304347826086956
2024-03-11,de,2083,1709,1162,0.8295727316370619
2024-03-11,en,1027,675,359,0.9240506329113924
2024-03-11,es,496,471,313,0.7923387096774194
2024-03-11,fr,884,430,309,0.8914027149321267
2024-03-11,it,310,90,52,0.9290322580645162
2024-03-12,de,1992,1843,896,0.8283132530120482
2024-03-12,en,1094,586,226,0.8976234003656307
2024-03-12,es,478,480,222,0.7656903765690377
2024-03-12,fr,669,475,150,0.8295964125560538
2024-03-12,it,264,123,47,0.9507575757575758
2024-03-13,de,1838,1808,796,0.7475516866158868
2024-03-13,en,1058,575,157,0.8544423440453687
2024-03-13,es,445,409,177,0.7955056179775281
2024-03-13,fr,719,449,154,0.8317107093184979
2024-03-13,it,189,108,54,0.8624338624338624
2024-03-14,de,1383,1967,883,0.8091106290672451
2024-03-14,en,1016,558,177,0.8582677165354331
2024-03-14,es,441,456,218,0.9160997732426304
2024-03-14,fr,533,554,187,0.8461538461538461
2024-03-14,it,165,132,50,0.9454545454545454
2024-03-15,de,1284,1639,931,0.544392523364486
2024-03-15,en,741,649,260,0.7314439946018894
2024-03-15,es,367,359,182,0.7683923705722071
2024-03-15,fr,459,453,190,0.6949891067538126
2024-03-15,it,190,101,56,0.8894736842105263
2024-03-16,de,476,1759,972,0.6008403361344538
2024-03-16,en,386,641,293,0.7953367875647669
2024-03-16,es,168,328,163,0.7619047619047619
2024-03-16,fr,210,355,153,0.5904761904761905
2024-03-16,it,81,104,46,0.8765432098765432
2024-03-17,de,327,1327,1010,0.8593272171253823
2024-03-17,en,307,578,421,0.9218241042345277
2024-03-17,es,120,295,216,0.9
2024-03-17,fr,180,369,261,0.7444444444444445
2024-03-17,it,52,83,61,0.9807692307692307
2024-03-18,de,1613,899,694,0.9566026038437694
2024-03-18,en,982,426,270,0.9511201629327902
2024-03-18,es,434,230,171,0.9193548387096774
2024-03-18,fr,551,379,252,0.9128856624319419
2024-03-18,it,174,52,46,0.9712643678160919
2024-03-19,de,1795,817,430,0.9788300835654596
2024-03-19,en,938,448,161,0.9584221748400853
2024-03-19,es,383,311,134,0.9033942558746736
2024-03-19,fr,529,343,125,0.9300567107750473
2024-03-19,it,187,67,36,0.9893048128342246
2024-03-20,de,1560,644,389,0.9839743589743589
2024-03-20,en,839,411,141,0.9356376638855781
2024-03-20,es,456,262,124,0.8596491228070176
2024-03-20,fr,540,276,111,0.95
2024-03-20,it,190,54,32,0.9947368421052631
2024-03-21,de,1603,547,341,0.958203368683718
2024-03-21,en,814,387,141,0.9312039312039312
2024-03-21,es,480,361,138,0.73125
2024-03-21,fr,490,323,122,0.9244897959183673
2024-03-21,it,140,69,34,0.9928571428571429
2024-03-22,de,1285,650,340,0.8614785992217899
2024-03-22,en,706,301,141,0.8711048158640227
2024-03-22,es,383,394,149,0.7362924281984334
2024-03-22,fr,429,306,116,0.9067599067599068
2024-03-22,it,147,52,34,0.9183673469387755
2024-03-23,de,402,729,369,0.7860696517412935
2024-03-23,en,380,443,164,0.8131578947368421
2024-03-23,es,194,415,180,0.5979381443298969
2024-03-23,fr,278,254,110,0.8309352517985612
2024-03-23,it,68,53,32,0.8088235294117647
2024-03-24,de,455,610,459,0.9758241758241758
2024-03-24,en,408,316,171,0.9705882352941176
2024-03-24,es,122,319,211,0.9344262295081968
2024-03-24,fr,175,207,124,0.9485714285714286
2024-03-24,it,59,69,42,0.9491525423728814
2024-03-25,de,1394,326,245,0.9447632711621234
2024-03-25,en,1051,300,154,0.9524262607040913
2024-03-25,es,391,241,184,0.9309462915601023
2024-03-25,fr,498,171,129,0.9216867469879518
2024-03-25,it,199,49,33,0.9798994974874372
2024-03-26,de,2109,652,214,0.8643907064959696
2024-03-26,en,1105,321,99,0.8895927601809954
2024-03-26,es,536,271,131,0.9402985074626866
2024-03-26,fr,617,263,103,0.893030794165316
2024-03-26,it,300,79,34,0.9533333333333334
2024-03-27,de,2041,1039,241,0.7638412542871141
2024-03-27,en,1206,497,120,0.8913764510779436
2024-03-27,es,492,262,122,0.8800813008130082
2024-03-27,fr,602,342,129,0.7408637873754153
2024-03-27,it,284,126,37,0.926056338028169
2024-03-28,de,2252,1311,402,0.6003552397868561
2024-03-28,en,1281,691,192,0.8540202966432474
2024-03-28,es,412,316,140,0.720873786407767
2024-03-28,fr,634,475,157,0.7381703470031545
2024-03-28,it,257,108,38,0.8210116731517509
2024-03-29,de,1134,2193,700,0.45943562610229277
2024-03-29,en,683,761,223,0.7862371888726208
2024-03-29,es,200,393,154,0.735
2024-03-29,fr,396,624,233,0.6439393939393939
2024-03-29,it,156,137,47,0.782051282051282
2024-03-30,de,640,1809,960,0.4625
2024-03-30,en,415,576,276,0.8433734939759037
2024-03-30,es,157,305,206,0.8471337579617835
2024-03-30,fr,316,484,273,0.5727848101265823
2024-03-30,it,124,136,79,0.9435483870967742
2024-03-31,de,802,1694,1148,0.7194513715710723
2024-03-31,en,544,460,301,0.9283088235294118
2024-03-31,es,203,237,196,0.9113300492610837
2024-03-31,fr,264,544,317,0.8106060606060606
2024-03-31,it,81,104,90,0.9135802469135802
2024-04-01,de,1361,1686,1070,0.8310066127847171
2024-04-01,en,893,513,290,0.9496080627099664
2024-04-01,es,362,306,191,0.8093922651933702
2024-04-01,fr,423,496,323,0.8936170212765957
2024-04-01,it,175,94,72,0.9657142857142857
2024-04-02,de,2440,1298,829,0.8012295081967213
2024-04-02,en,1685,468,202,0.8979228486646884
2024-04-02,es,633,311,136,0.6872037914691943
2024-04-02,fr,750,333,179,0.7946666666666666
2024-04-02,it,286,97,63,0.9300699300699301
2024-04-03,de,2185,1881,629,0.7153318077803204
2024-04-03,en,1360,841,168,0.8
2024-04-03,es,516,524,168,0.5910852713178295
2024-04-03,fr,731,540,164,0.6689466484268126
2024-04-03,it,294,171,54,0.9319727891156463
2024-04-04,de,2120,2064,741,0.4844339622641509
2024-04-04,en,1205,868,256,0.7153526970954357
2024-04-04,es,499,639,267,0.6693386773547094
2024-04-04,fr,641,668,233,0.5756630265210608
2024-04-04,it,210,146,51,0.9428571428571428
2024-04-05,de,1668,2682,1046,0.2260191846522782
2024-04-05,en,1164,1110,381,0.7036082474226805
2024-04-05,es,439,695,348,0.6287015945330297
2024-04-05,fr,541,766,361,0.5693160813308688
2024-04-05,it,279,111,50,0.9247311827956989
2024-04-06,de,688,2711,1336,0.27180232558139533
2024-04-06,en,496,998,440,0.6955645161290323
2024-04-06,es,218,624,334,0.7110091743119266
2024-04-06,fr,375,790,465,0.664
2024-04-06,it,130,151,48,0.9538461538461539
2024-04-07,de,716,2262,1699,0.7108938547486033
2024-04-07,en,457,899,590,0.811816192560175
2024-04-07,es,204,476,341,0.9117647058823529
2024-04-07,fr,294,746,509,0.6802721088435374
2024-04-07,it,71,85,45,0.8873239436619719
2024-04-08,de,1893,1593,980,0.7823560486001057
2024-04-08,en,1358,726,411,0.8409425625920471
2024-04-08,es,516,376,274,0.9612403100775194
2024-04-08,fr,688,503,298,0.6918604651162791
2024-04-08,it,263,65,41,0.9201520912547528
2024-04-09,de,1847,1522,560,0.7146724417975094
2024-04-09,en,1432,877,287,0.8002793296089385
2024-04-09,es,535,323,166,0.9457943925233645
2024-04-09,fr,679,697,275,0.711340206185567
2024-04-09,it,285,140,38,0.9438596491228071
2024-04-10,de,1923,1878,712,0.5652626105044202
2024-04-10,en,1138,1129,411,0.7934973637961336
2024-04-10,es,521,315,163,0.9289827255278311
2024-04-10,fr,606,710,331,0.7392739273927392
2024-04-10,it,239,124,42,0.9205020920502092
2024-04-11,de,1959,2239,889,0.4492087799897907
2024-04-11,en,1158,1052,519,0.7607944732297064
2024-04-11,es,476,307,173,0.8130252100840336
2024-04-11,fr,581,702,333,0.6970740103270223
2024-04-11,it,229,112,43,0.9563318777292577
2024-04-12,de,1521,2727,1129,0.2084155161078238
2024-04-12,en,933,1163,516,0.4930332261521972
2024-04-12,es,371,321,141,0.6954177897574124
2024-04-12,fr,534,638,287,0.653558052434457
2024-04-12,it,207,129,51,0.8792270531400966
2024-04-13,de,745,2630,1406,0.2040268456375839
2024-04-13,en,414,1101,563,0.5966183574879227
2024-04-13,es,215,383,177,0.7488372093023256
2024-04-13,fr,296,624,326,0.7263513513513513
2024-04-13,it,89,87,37,0.8426966292134831
2024-04-14,de,610,2482,1856,0.5426229508196722
2024-04-14,en,508,1012,668,0.7933070866141733
2024-04-14,es,172,339,229,0.9069767441860465
2024-04-14,fr,305,533,363,0.8032786885245902
2024-04-14,it,77,80,55,0.9090909090909091
2024-04-15,de,2114,2270,1757,0.5610217596972564
2024-04-15,en,1209,976,603,0.8469809760132341
2024-04-15,es,506,254,175,0.8715415019762845
2024-04-15,fr,711,390,223,0.7623066104078763
2024-04-15,it,316,70,45,0.9208860759493671
2024-04-16,de,2121,2500,859,0.3932107496463932
2024-04-16,en,1358,826,353,0.8321060382916053
2024-04-16,es,496,321,124,0.7782258064516129
2024-04-16,fr,646,485,182,0.5990712074303406
2024-04-16,it,291,123,37,0.9587628865979382
2024-04-17,de,2150,2634,932,0.29674418604651165
2024-04-17,en,1473,1101,390,0.814663951120163
2024-04-17,es,544,376,147,0.6617647058823529
2024-04-17,fr,591,652,276,0.5583756345177665
2024-04-17,it,227,124,41,0.9162995594713657
2024-04-18,de,1949,3072,1435,0.3011800923550539
2024-04-18,en,1201,1181,449,0.8417985012489592
2024-04-18,es,438,515,212,0.6643835616438356
2024-04-18,fr,591,831,424,0.6649746192893401
2024-04-18,it,259,109,39,0.9111969111969112
2024-04-19,de,1815,3067,1544,0.23415977961432508
2024-04-19,en,988,1067,493,0.7742914979757085
2024-04-19,es,395,517,263,0.5063291139240507
2024-04-19,fr,572,756,406,0.5017482517482518
2024-04-19,it,219,135,47,0.8767123287671232
2024-04-20,de,667,2987,1539,0.16041979010494753
2024-04-20,en,523,854,438,0.7839388145315488
2024-04-20,es,152,533,286,0.47368421052631576
2024-04-20,fr,243,728,385,0.34156378600823045
2024-04-20,it,109,140,49,0.7339449541284404
2024-04-21,de,749,2708,2139,0.39118825100133514
2024-04-21,en,775,728,497,0.9212903225806451
2024-04-21,es,174,452,339,0.7758620689655172
2024-04-21,fr,254,721,520,0.6417322834645669
2024-04-21,it,122,98,51,0.9590163934426229
2024-04-22,de,2266,2659,2025,0.3737864077669903
2024-04-22,en,1261,911,450,0.9095955590800952
2024-04-22,es,422,435,333,0.7867298578199052
2024-04-22,fr,711,712,536,0.6610407876230661
2024-04-22,it,220,111,47,0.9181818181818182
2024-04-23,de,2179,2903,1111,0.37769619091326295
2024-04-23,en,1321,746,302,0.927327781983346
2024-04-23,es,447,451,207,0.8277404921700223
2024-04-23,fr,601,763,325,0.7371048252911814
2024-04-23,it,202,78,34,0.8762376237623762
2024-04-24,de,2027,3160,1453,0.24568327577701035
2024-04-24,en,1214,804,322,0.8929159802306426
2024-04-24,es,504,434,195,0.7638888888888888
2024-04-24,fr,628,743,385,0.7101910828025477
2024-04-24,it,208,104,40,0.8942307692307693
2024-04-25,de,1725,3082,1418,0.3884057971014493
2024-04-25,en,1109,788,334,0.8647430117222723
2024-04-25,es,594,443,190,0.6767676767676768
2024-04-25,fr,631,686,307,0.6909667194928685
2024-04-25,it,144,96,45,0.9583333333333334
2024-04-26,de,1724,2715,1386,0.3190255220417633
2024-04-26,en,842,834,341,0.6757719714964371
2024-04-26,es,401,586,229,0.5785536159600998
2024-04-26,fr,486,655,296,0.522633744855967
2024-04-26,it,176,86,52,0.8863636363636364
2024-04-27,de,822,2431,1170,0.1678832116788321
2024-04-27,en,540,804,359,0.7592592592592593
2024-04-27,es,155,549,309,0.3870967741935484
2024-04-27,fr,276,640,330,0.5181159420289855
2024-04-27,it,77,103,43,0.8701298701298701
2024-04-28,de,682,2384,1690,0.1935483870967742
2024-04-28,en,415,800,543,0.8650602409638555
2024-04-28,es,140,475,345,0.7071428571428572
2024-04-28,fr,253,643,440,0.5296442687747036
2024-04-28,it,88,65,46,0.8977272727272727
2024-04-29,de,2044,2388,1781,0.3820939334637965
2024-04-29,en,1155,637,430,0.8406926406926407
2024-04-29,es,478,480,355,0.7301255230125523
2024-04-29,fr,619,627,399,0.6413570274636511
2024-04-29,it,214,83,46,0.8925233644859814
2024-04-30,de,1914,2540,981,0.2826541274817137
2024-04-30,en,1105,836,318,0.8217194570135746
2024-04-30,es,438,438,145,0.7009132420091324
2024-04-30,fr,557,754,372,0.5906642728904847
2024-04-30,it,215,129,44,0.9116279069767442
2024-05-01,de,1066,2907,1376,0.42213883677298314
2024-05-01,en,851,846,375,0.8848413631022327
2024-05-01,es,271,418,180,0.6937269372693727
2024-05-01,fr,405,771,435,0.5753086419753086
2024-05-01,it,124,93,43,0.9596774193548387
2024-05-02,de,1706,2128,1280,0.22860492379835873
2024-05-02,en,1090,702,420,0.7853211009174312
2024-05-02,es,496,352,172,0.5665322580645161
2024-05-02,fr,639,708,452,0.5086071987480438
2024-05-02,it,252,84,48,0.9126984126984127
2024-05-03,de,1654,2537,1131,0.16324062877871826
2024-05-03,en,1023,811,335,0.678396871945259
2024-05-03,es,457,432,160,0.38293216630196936
2024-05-03,fr,595,868,454,0.43865546218487395
2024-05-03,it,206,121,46,0.8592233009708737
2024-05-04,de,642,3141,1735,0.1588785046728972
2024-05-04,en,469,1058,462,0.7249466950959488
2024-05-04,es,180,602,288,0.15
2024-05-04,fr,327,1017,627,0.19877675840978593
2024-05-04,it,114,139,57,0.8947368421052632
2024-05-05,de,744,3011,2450,0.19623655913978494
2024-05-05,en,510,867,609,0.7764705882352941
2024-05-05,es,146,632,477,0.6438356164383562
2024-05-05,fr,275,923,656,0.4727272727272727
2024-05-05,it,82,99,60,0.8170731707317073
2024-05-06,de,1743,2706,2057,0.2633390705679862
2024-05-06,en,949,830,576,0.8187565858798735
2024-05-06,es,487,547,415,0.8069815195071869
2024-05-06,fr,697,814,585,0.593974175035868
2024-05-06,it,263,94,58,0.8060836501901141
2024-05-07,de,1761,2926,1527,0.39522998296422485
2024-05-07,en,1097,848,416,0.854147675478578
2024-05-07,es,449,493,243,0.9153674832962138
2024-05-07,fr,659,832,402,0.6798179059180577
2024-05-07,it,244,203,56,0.8770491803278688
2024-05-08,de,1951,3046,1664,0.583803177857509
2024-05-08,en,1074,1045,507,0.9217877094972067
2024-05-08,es,515,361,170,0.8970873786407767
2024-05-08,fr,552,827,414,0.7010869565217391
2024-05-08,it,283,203,79,0.833922261484099
2024-05-09,de,1075,3157,1684,0.5293023255813953
2024-05-09,en,738,786,448,0.9037940379403794
2024-05-09,es,301,326,134,0.9136212624584718
2024-05-09,fr,372,646,321,0.7903225806451613
2024-05-09,it,214,193,62,0.8457943925233645
2024-05-10,de,1518,2332,1502,0.5658761528326746
2024-05-10,en,873,628,384,0.8487972508591065
2024-05-10,es,458,222,123,0.75764192139738
2024-05-10,fr,525,480,325,0.5866666666666667
2024-05-10,it,227,191,91,0.7797356828193832
2024-05-11,de,548,2103,1197,0.6295620437956204
2024-05-11,en,303,618,347,0.7788778877887789
2024-05-11,es,133,294,109,0.518796992481203
2024-05-11,fr,290,549,268,0.6517241379310345
2024-05-11,it,124,195,72,0.8709677419354839
2024-05-12,de,572,1934,1508,0.7744755244755245
2024-05-12,en,307,545,426,0.8957654723127035
2024-05-12,es,153,275,188,0.8758169934640523
2024-05-12,fr,285,589,403,0.7614035087719299
2024-05-12,it,90,124,77,0.9
2024-05-13,de,2108,1228,851,0.861954459203036
2024-05-13,en,1067,570,393,0.9128397375820057
2024-05-13,es,477,272,178,0.949685534591195
2024-05-13,fr,702,408,260,0.698005698005698
2024-05-13,it,309,110,75,0.8867313915857605
2024-05-14,de,1934,1347,465,0.8655635987590486
2024-05-14,en,944,604,296,0.9216101694915254
2024-05-14,es,460,242,105,0.9586956521739131
2024-05-14,fr,607,645,230,0.6128500823723229
2024-05-14,it,282,173,51,0.8617021276595744
2024-05-15,de,1672,1339,434,0.8744019138755981
2024-05-15,en,959,576,207,0.9155370177267987
2024-05-15,es,408,257,95,0.9019607843137255
2024-05-15,fr,622,745,338,0.5836012861736335
2024-05-15,it,250,236,66,0.892
2024-05-16,de,1625,1105,400,0.8935384615384615
2024-05-16,en,868,533,174,0.9193548387096774
2024-05-16,es,404,253,96,0.8589108910891089
2024-05-16,fr,546,832,409,0.5164835164835165
2024-05-16,it,250,203,71,0.932
2024-05-17,de,1381,1078,455,0.7892831281679942
2024-05-17,en,650,554,185,0.8015384615384615
2024-05-17,es,319,329,114,0.658307210031348
2024-05-17,fr,442,864,467,0.3733031674208145
2024-05-17,it,189,151,57,0.9470899470899471
2024-05-18,de,534,899,366,0.7434456928838952
2024-05-18,en,367,437,169,0.8746594005449592
2024-05-18,es,155,304,133,0.4967741935483871
2024-05-18,fr,266,885,556,0.2781954887218045
2024-05-18,it,117,97,42,0.7521367521367521
2024-05-19,de,530,743,489,0.7396226415094339
2024-05-19,en,404,356,219,0.9331683168316832
2024-05-19,es,149,311,207,0.7986577181208053
2024-05-19,fr,203,932,728,0.5862068965517241
2024-05-19,it,84,92,38,0.9404761904761905
2024-05-20,de,884,729,495,0.8178733031674208
2024-05-20,en,832,265,181,0.8870192307692307
2024-05-20,es,292,308,206,0.9143835616438356
2024-05-20,fr,378,774,613,0.6587301587301587
2024-05-20,it,169,48,31,0.9585798816568047
2024-05-21,de,1875,886,571,0.8666666666666667
2024-05-21,en,966,506,185,0.865424430641822
2024-05-21,es,492,278,149,0.8028455284552846
2024-05-21,fr,648,641,428,0.6095679012345679
2024-05-21,it,264,82,35,0.9772727272727273
2024-05-22,de,1756,1152,475,0.8433940774487472
2024-05-22,en,966,546,206,0.9368530020703933
2024-05-22,es,414,372,124,0.5966183574879227
2024-05-22,fr,593,784,350,0.6239460370994941
2024-05-22,it,288,84,34,0.9583333333333334
2024-05-23,de,1658,1290,517,0.8673100120627262
2024-05-23,en,954,429,207,0.9475890985324947
2024-05-23,es,335,464,183,0.6358208955223881
2024-05-23,fr,515,804,440,0.6194174757281553
2024-05-23,it,245,112,33,0.9183673469387755
2024-05-24,de,1448,1138,477,0.7209944751381215
2024-05-24,en,895,426,171,0.7843575418994413
2024-05-24,es,337,514,258,0.5816023738872403
2024-05-24,fr,569,829,475,0.5184534270650264
2024-05-24,it,215,102,35,0.8976744186046511
2024-05-25,de,552,1180,470,0.657608695652174
2024-05-25,en,416,516,169,0.7956730769230769
2024-05-25,es,151,529,278,0.5894039735099338
2024-05-25,fr,282,839,441,0.5709219858156028
2024-05-25,it,117,121,43,0.8034188034188035
2024-05-26,de,604,1004,614,0.8460264900662252
2024-05-26,en,377,478,268,0.896551724137931
2024-05-26,es,142,428,318,0.8591549295774648
2024-05-26,fr,225,750,532,0.7688888888888888
2024-05-26,it,87,91,49,0.9425287356321839
2024-05-27,de,1981,792,550,0.8808682483594145
2024-05-27,en,1186,382,238,0.9215851602023609
2024-05-27,es,432,381,290,0.8773148148148148
2024-05-27,fr,631,593,443,0.8193343898573693
2024-05-27,it,228,93,55,0.9824561403508771
2024-05-28,de,2013,1137,491,0.8306010928961749
2024-05-28,en,1088,713,206,0.9007352941176471
2024-05-28,es,440,341,143,0.7863636363636364
2024-05-28,fr,677,627,265,0.8330871491875923
2024-05-28,it,255,119,32,0.9490196078431372
2024-05-29,de,1833,1359,568,0.82924168030551
2024-05-29,en,889,676,210,0.8942632170978627
2024-05-29,es,352,336,146,0.6022727272727273
2024-05-29,fr,723,573,238,0.7662517289073306
2024-05-29,it,239,112,29,0.9372384937238494
2024-05-30,de,1447,1417,648,0.7622667588113338
2024-05-30,en,805,522,202,0.8621118012422361
2024-05-30,es,352,392,153,0.6363636363636364
2024-05-30,fr,637,592,227,0.6970172684458399
2024-05-30,it,273,112,37,0.7545787545787546
2024-05-31,de,1538,1362,597,0.5741222366710013
2024-05-31,en,930,554,208,0.7032258064516129
2024-05-31,es,462,449,216,0.2662337662337662
2024-05-31,fr,565,665,303,0.5557522123893806
2024-05-31,it,189,186,39,0.8253968253968254
2024-06-01,de,534,1555,640,0.4887640449438202
2024-06-01,en,351,691,223,0.6638176638176638
2024-06-01,es,156,583,226,0.22435897435897437
2024-06-01,fr,272,656,323,0.5992647058823529
2024-06-01,it,94,168,64,0.7127659574468085
2024-06-02,de,617,1406,953,0.8103727714748784
2024-06-02,en,401,530,331,0.9276807980049875
2024-06-02,es,135,573,451,0.5185185185185185
2024-06-02,fr,227,659,473,0.6167400881057269
2024-06-02,it,87,90,57,0.9195402298850575
