day,contact_language,incoming,backlog_start_of_the_day,backlog24hrs_start_of_the_day,head_sla
2025-08-14,fr,,510,510,
2025-08-14,it,,224,224,
2025-08-15,de,,1727,1727,
2025-08-15,en,,1930,1930,
2025-08-15,es,,304,304,
2025-08-15,fr,,510,510,
2025-08-15,it,,224,224,
2025-08-16,de,,1727,1727,
2025-08-16,en,,1930,1930,
2025-08-16,es,,304,304,
2025-08-16,fr,,510,510,
2025-08-16,it,,224,224,
2025-08-17,de,,1727,1727,
2025-08-17,en,,1930,1930,
2025-08-17,es,,304,304,
2025-08-17,fr,,510,510,
2025-08-17,it,,224,224,
2025-08-18,de,,1727,1727,
2025-08-18,en,,1930,1930,
2025-08-18,es,,304,304,
2025-08-18,fr,,510,510,
2025-08-18,it,,224,224,
2025-08-19,de,,1727,1727,
2025-08-19,en,,1930,1930,
2025-08-19,es,,304,304,
2025-08-19,fr,,510,510,
2025-08-19,it,,224,224,
2025-08-20,de,,1727,1727,
2025-08-20,en,,1930,1930,
2025-08-20,es,,304,304,
2025-08-20,fr,,510,510,
2025-08-20,it,,224,224,
2025-08-21,de,,1727,1727,
2025-08-21,en,,1930,1930,
2025-08-21,es,,304,304,
2025-08-21,fr,,510,510,
2025-08-21,it,,224,224,
2025-08-22,de,,1727,1727,
2025-08-22,en,,1930,1930,
2025-08-22,es,,304,304,
2025-08-22,fr,,510,510,
2025-08-22,it,,224,224,
2025-08-23,de,,1727,1727,
2025-08-23,en,,1930,1930,
2025-08-23,es,,304,304,
2025-08-23,fr,,510,510,
2025-08-23,it,,224,224,
2025-08-24,de,,1727,1727,
2025-08-24,en,,1930,1930,
2025-08-24,es,,304,304,
2025-08-24,fr,,510,510,
2025-08-24,it,,224,224,
2025-08-25,de,,1727,1727,
2025-08-25,en,,1930,1930,
2025-08-25,es,,304,304,
2025-08-25,fr,,510,510,
2025-08-25,it,,224,224,
2025-08-26,de,,1727,1727,
2025-08-26,en,,1930,1930,
2025-08-26,es,,304,304,
2025-08-26,fr,,510,510,
2025-08-26,it,,224,224,
2025-08-27,de,,1727,1727,
2025-08-27,en,,1930,1930,
2025-08-27,es,,304,304,
2025-08-27,fr,,510,510,
2025-08-27,it,,224,224,
2025-08-28,de,,1727,1727,
2025-08-28,en,,1930,1930,
2025-08-28,es,,304,304,
2025-08-28,fr,,510,510,
2025-08-28,it,,224,224,
2025-08-29,de,,1727,1727,
2025-08-29,en,,1930,1930,
2025-08-29,es,,304,304,
2025-08-29,fr,,510,510,
2025-08-29,it,,224,224,
2025-08-30,de,,1727,1727,
2025-08-30,en,,1930,1930,
2025-08-30,es,,304,304,
2025-08-30,fr,,510,510,
2025-08-30,it,,224,224,
2025-08-31,de,,1727,1727,
2025-08-31,en,,1930,1930,
2025-08-31,es,,304,304,
2025-08-31,fr,,510,510,
2025-08-31,it,,224,224,
2025-09-01,de,,1727,1727,
2025-09-01,en,,1930,1930,
2025-09-01,es,,304,304,
2025-09-01,fr,,510,510,
2025-09-01,it,,224,224,
2025-09-02,de,,1727,1727,
2025-09-02,en,,1930,1930,
2025-09-02,es,,304,304,
2025-09-02,fr,,510,510,
2025-09-02,it,,224,224,
2025-09-03,de,,1727,1727,
2025-09-03,en,,1930,1930,
2025-09-03,es,,304,304,
2025-09-03,fr,,510,510,
2025-09-03,it,,224,224,
2025-09-04,de,,1727,1727,
2025-09-04,en,,1930,1930,
2025-09-04,es,,304,304,
2025-09-04,fr,,510,510,
2025-09-04,it,,224,224,
2025-09-05,de,,1727,1727,
2025-09-05,en,,1930,1930,
2025-09-05,es,,304,304,
2025-09-05,fr,,510,510,
2025-09-05,it,,224,224,
2025-09-06,de,,1727,1727,
2025-09-06,en,,1930,1930,
2025-09-06,es,,304,304,
2025-09-06,fr,,510,510,
2025-09-06,it,,224,224,
2025-09-07,de,,1727,1727,
2025-09-07,en,,1930,1930,
2025-09-07,es,,304,304,
2025-09-07,fr,,510,510,
2025-09-07,it,,224,224,
2025-09-08,de,,1727,1727,
2025-09-08,en,,1930,1930,
2025-09-08,es,,304,304,
2025-09-08,fr,,510,510,
2025-09-08,it,,224,224,
2025-09-09,de,,1727,1727,
2025-09-09,en,,1930,1930,
2025-09-09,es,,304,304,
2025-09-09,fr,,510,510,
2025-09-09,it,,224,224,
2025-09-10,de,,1727,1727,
2025-09-10,en,,1930,1930,
2025-09-10,es,,304,304,
2025-09-10,fr,,510,510,
2025-09-10,it,,224,224,
2025-09-11,de,,1727,1727,
2025-09-11,en,,1930,1930,
2025-09-11,es,,304,304,
2025-09-11,fr,,510,510,
2025-09-11,it,,224,224,
2025-09-12,de,,1727,1727,
2025-09-12,en,,1930,1930,
2025-09-12,es,,304,304,
2025-09-12,fr,,510,510,
2025-09-12,it,,224,224,
2025-09-13,de,,1727,1727,
2025-09-13,en,,1930,1930,
2025-09-13,es,,304,304,
2025-09-13,fr,,510,510,
2025-09-13,it,,224,224,
2025-09-14,de,,1727,1727,
2025-09-14,en,,1930,1930,
2025-09-14,es,,304,304,
2025-09-14,fr,,510,510,
2025-09-14,it,,224,224,
2025-09-15,de,,1727,1727,
2025-09-15,en,,1930,1930,
2025-09-15,es,,304,304,
2025-09-15,fr,,510,510,
2025-09-15,it,,224,224,
2025-09-16,de,,1727,1727,
2025-09-16,en,,1930,1930,
2025-09-16,es,,304,304,
2025-09-16,fr,,510,510,
2025-09-16,it,,224,224,
2025-09-17,de,,1727,1727,
2025-09-17,en,,1930,1930,
2025-09-17,es,,304,304,
2025-09-17,fr,,510,510,
2025-09-17,it,,224,224,
2025-09-18,de,,1727,1727,
2025-09-18,en,,1930,1930,
2025-09-18,es,,304,304,
2025-09-18,fr,,510,510,
2025-09-18,it,,224,224,
2025-09-19,de,,1727,1727,
2025-09-19,en,,1930,1930,
2025-09-19,es,,304,304,
2025-09-19,fr,,510,510,
2025-09-19,it,,224,224,
2025-09-20,de,,1727,1727,
2025-09-20,en,,1930,1930,
2025-09-20,es,,304,304,
2025-09-20,fr,,510,510,
2025-09-20,it,,224,224,
2025-09-21,de,,1727,1727,
2025-09-21,en,,1930,1930,
2025-09-21,es,,304,304,
2025-09-21,fr,,510,510,
2025-09-21,it,,224,224,
2025-09-22,de,,1727,1727,
2025-09-22,en,,1930,1930,
2025-09-22,es,,304,304,
2025-09-22,fr,,510,510,
2025-09-22,it,,224,224,
2025-09-23,de,,1727,1727,
2025-09-23,en,,1930,1930,
2025-09-23,es,,304,304,
2025-09-23,fr,,510,510,
2025-09-23,it,,224,224,
2025-09-24,de,,1727,1727,
2025-09-24,en,,1930,1930,
2025-09-24,es,,304,304,
2025-09-24,fr,,510,510,
2025-09-24,it,,224,224,
2025-09-25,de,,1727,1727,
2025-09-25,en,,1930,1930,
2025-09-25,es,,304,304,
2025-09-25,fr,,510,510,
2025-09-25,it,,224,224,
2025-09-26,de,,1727,1727,
2025-09-26,en,,1930,1930,
2025-09-26,es,,304,304,
2025-09-26,fr,,510,510,
2025-09-26,it,,224,224,
2025-09-27,de,,1727,1727,
2025-09-27,en,,1930,1930,
2025-09-27,es,,304,304,
2025-09-27,fr,,510,510,
2025-09-27,it,,224,224,
2025-09-28,de,,1727,1727,
2025-09-28,en,,1930,1930,
2025-09-28,es,,304,304,
2025-09-28,fr,,510,510,
2025-09-28,it,,224,224,
2025-09-29,de,,1727,1727,
2025-09-29,en,,1930,1930,
2025-09-29,es,,304,304,
2025-09-29,fr,,510,510,
2025-09-29,it,,224,224,
2025-09-30,de,,1727,1727,
2025-09-30,en,,1930,1930,
2025-09-30,es,,304,304,
2025-09-30,fr,,510,510,
2025-09-30,it,,224,224,
2025-10-01,de,,1727,1727,
2025-10-01,en,,1930,1930,
2025-10-01,es,,304,304,
2025-10-01,fr,,510,510,
2025-10-01,it,,224,224,
2025-10-02,de,,1727,1727,
2025-10-02,en,,1930,1930,
2025-10-02,es,,304,304,
2025-10-02,fr,,510,510,
2025-10-02,it,,224,224,
2025-10-03,de,,1727,1727,
2025-10-03,en,,1930,1930,
2025-10-03,es,,304,304,
2025-10-03,fr,,510,510,
2025-10-03,it,,224,224,
2025-10-04,de,,1727,1727,
2025-10-04,en,,1930,1930,
2025-10-04,es,,304,304,
2025-10-04,fr,,510,510,
2025-10-04,it,,224,224,
2025-10-05,de,,1727,1727,
2025-10-05,en,,1930,1930,
2025-10-05,es,,304,304,
2025-10-05,fr,,510,510,
2025-10-05,it,,224,224,
2025-10-06,de,,1727,1727,
2025-10-06,en,,1930,1930,
2025-10-06,es,,304,304,
2025-10-06,fr,,510,510,
2025-10-06,it,,224,224,
2025-10-07,de,,1727,1727,
2025-10-07,en,,1930,1930,
2025-10-07,es,,304,304,
2025-10-07,fr,,510,510,
2025-10-07,it,,224,224,
2025-10-08,de,,1727,1727,
2025-10-08,en,,1930,1930,
2025-10-08,es,,304,304,
2025-10-08,fr,,510,510,
2025-10-08,it,,224,224,
2025-10-09,de,,1727,1727,
2025-10-09,en,,1930,1930,
2025-10-09,es,,304,304,
2025-10-09,fr,,510,510,
2025-10-09,it,,224,224,
2025-10-10,de,,1727,1727,
2025-10-10,en,,1930,1930,
2025-10-10,es,,304,304,
2025-10-10,fr,,510,510,
2025-10-10,it,,224,224,
2025-10-11,de,,1727,1727,
2025-10-11,en,,1930,1930,
2025-10-11,es,,304,304,
2025-10-11,fr,,510,510,
2025-10-11,it,,224,224,
2025-10-12,de,,1727,1727,
2025-10-12,en,,1930,1930,
2025-10-12,es,,304,304,
2025-10-12,fr,,510,510,
2025-10-12,it,,224,224,
2025-10-13,de,,1727,1727,
2025-10-13,en,,1930,1930,
2025-10-13,es,,304,304,
2025-10-13,fr,,510,510,
2025-10-13,it,,224,224,
2025-10-14,de,,1727,1727,
2025-10-14,en,,1930,1930,
2025-10-14,es,,304,304,
2025-10-14,fr,,510,510,
2025-10-14,it,,224,224,
2025-10-15,de,,1727,1727,
2025-10-15,en,,1930,1930,
2025-10-15,es,,304,304,
2025-10-15,fr,,510,510,
2025-10-15,it,,224,224,
2025-10-16,de,,1727,1727,
2025-10-16,en,,1930,1930,
2025-10-16,es,,304,304,
2025-10-16,fr,,510,510,
2025-10-16,it,,224,224,
2025-10-17,de,,1727,1727,
2025-10-17,en,,1930,1930,
2025-10-17,es,,304,304,
2025-10-17,fr,,510,510,
2025-10-17,it,,224,224,
2025-10-18,de,,1727,1727,
2025-10-18,en,,1930,1930,
2025-10-18,es,,304,304,
2025-10-18,fr,,510,510,
2025-10-18,it,,224,224,
2025-10-19,de,,1727,1727,
2025-10-19,en,,1930,1930,
2025-10-19,es,,304,304,
2025-10-19,fr,,510,510,
2025-10-19,it,,224,224,
2025-10-20,de,,1727,1727,
2025-10-20,en,,1930,1930,
2025-10-20,es,,304,304,
2025-10-20,fr,,510,510,
2025-10-20,it,,224,224,
2025-10-21,de,,1727,1727,
2025-10-21,en,,1930,1930,
2025-10-21,es,,304,304,
2025-10-21,fr,,510,510,
2025-10-21,it,,224,224,
2025-10-22,de,,1727,1727,
2025-10-22,en,,1930,1930,
2025-10-22,es,,304,304,
2025-10-22,fr,,510,510,
2025-10-22,it,,224,224,
2025-10-23,de,,1727,1727,
2025-10-23,en,,1930,1930,
2025-10-23,es,,304,304,
2025-10-23,fr,,510,510,
2025-10-23,it,,224,224,
2025-10-24,de,,1727,1727,
2025-10-24,en,,1930,1930,
2025-10-24,es,,304,304,
2025-10-24,fr,,510,510,
2025-10-24,it,,224,224,
2025-10-25,de,,1727,1727,
2025-10-25,en,,1930,1930,
2025-10-25,es,,304,304,
2025-10-25,fr,,510,510,
2025-10-25,it,,224,224,
2025-10-26,de,,1727,1727,
2025-10-26,en,,1930,1930,
2025-10-26,es,,304,304,
2025-10-26,fr,,510,510,
2025-10-26,it,,224,224,
2025-10-27,de,,1727,1727,
2025-10-27,en,,1930,1930,
2025-10-27,es,,304,304,
2025-10-27,fr,,510,510,
2025-10-27,it,,224,224,
2025-10-28,de,,1727,1727,
2025-10-28,en,,1930,1930,
2025-10-28,es,,304,304,
2025-10-28,fr,,510,510,
2025-10-28,it,,224,224,
2025-10-29,de,,1727,1727,
2025-10-29,en,,1930,1930,
2025-10-29,es,,304,304,
2025-10-29,fr,,510,510,
2025-10-29,it,,224,224,
2025-10-30,de,,1727,1727,
2025-10-30,en,,1930,1930,
2025-10-30,es,,304,304,
2025-10-30,fr,,510,510,
2025-10-30,it,,224,224,
2025-10-31,de,,1727,1727,
2025-10-31,en,,1930,1930,
2025-10-31,es,,304,304,
2025-10-31,fr,,510,510,
2025-10-31,it,,224,224,
2025-11-01,de,,1727,1727,
2025-11-01,en,,1930,1930,
2025-11-01,es,,304,304,
2025-11-01,fr,,510,510,
2025-11-01,it,,224,224,
2025-11-02,de,,1727,1727,
2025-11-02,en,,1930,1930,
2025-11-02,es,,304,304,
2025-11-02,fr,,510,510,
2025-11-02,it,,224,224,
2025-11-03,de,,1727,1727,
2025-11-03,en,,1930,1930,
2025-11-03,es,,304,304,
2025-11-03,fr,,510,510,
2025-11-03,it,,224,224,
2025-11-04,de,,1727,1727,
2025-11-04,en,,1930,1930,
2025-11-04,es,,304,304,
2025-11-04,fr,,510,510,
2025-11-04,it,,224,224,
2025-11-05,de,,1727,1727,
2025-11-05,en,,1930,1930,
2025-11-05,es,,304,304,
2025-11-05,fr,,510,510,
2025-11-05,it,,224,224,
2025-11-06,de,,1727,1727,
2025-11-06,en,,1930,1930,
2025-11-06,es,,304,304,
2025-11-06,fr,,510,510,
2025-11-06,it,,224,224,
2025-11-07,de,,1727,1727,
2025-11-07,en,,1930,1930,
2025-11-07,es,,304,304,
2025-11-07,fr,,510,510,
2025-11-07,it,,224,224,
2025-11-08,de,,1727,1727,
2025-11-08,en,,1930,1930,
2025-11-08,es,,304,304,
2025-11-08,fr,,510,510,
2025-11-08,it,,224,224,
2025-11-09,de,,1727,1727,
2025-11-09,en,,1930,1930,
2025-11-09,es,,304,304,
2025-11-09,fr,,510,510,
2025-11-09,it,,224,224,
2025-11-10,de,,1727,1727,
2025-11-10,en,,1930,1930,
2025-11-10,es,,304,304,
2025-11-10,fr,,510,510,
2025-11-10,it,,224,224,
2025-11-11,de,,1727,1727,
2025-11-11,en,,1930,1930,
2025-11-11,es,,304,304,
2025-11-11,fr,,510,510,
2025-11-11,it,,224,224,
2025-11-12,de,,1727,1727,
2025-11-12,en,,1930,1930,
2025-11-12,es,,304,304,
2025-11-12,fr,,510,510,
2025-11-12,it,,224,224,
2025-11-13,de,,1727,1727,
2025-11-13,en,,1930,1930,
2025-11-13,es,,304,304,
2025-11-13,fr,,510,510,
2025-11-13,it,,224,224,
2025-11-14,de,,1727,1727,
2025-11-14,en,,1930,1930,
2025-11-14,es,,304,304,
2025-11-14,fr,,510,510,
2025-11-14,it,,224,224,
2025-11-15,de,,1727,1727,
2025-11-15,en,,1930,1930,
2025-11-15,es,,304,304,
2025-11-15,fr,,510,510,
2025-11-15,it,,224,224,
2025-11-16,de,,1727,1727,
2025-11-16,en,,1930,1930,
2025-11-16,es,,304,304,
2025-11-16,fr,,510,510,
2025-11-16,it,,224,224,
2025-11-17,de,,1727,1727,
2025-11-17,en,,1930,1930,
2025-11-17,es,,304,304,
2025-11-17,fr,,510,510,
2025-11-17,it,,224,224,
2025-11-18,de,,1727,1727,
2025-11-18,en,,1930,1930,
2025-11-18,es,,304,304,
2025-11-18,fr,,510,510,
2025-11-18,it,,224,224,
2025-11-19,de,,1727,1727,
2025-11-19,en,,1930,1930,
2025-11-19,es,,304,304,
2025-11-19,fr,,510,510,
2025-11-19,it,,224,224,
2025-11-20,de,,1727,1727,
2025-11-20,en,,1930,1930,
2025-11-20,es,,304,304,
2025-11-20,fr,,510,510,
2025-11-20,it,,224,224,
2025-11-21,de,,1727,1727,
2025-11-21,en,,1930,1930,
2025-11-21,es,,304,304,
2025-11-21,fr,,510,510,
2025-11-21,it,,224,224,
2025-11-22,de,,1727,1727,
2025-11-22,en,,1930,1930,
2025-11-22,es,,304,304,
2025-11-22,fr,,510,510,
2025-11-22,it,,224,224,
2025-11-23,de,,1727,1727,
2025-11-23,en,,1930,1930,
2025-11-23,es,,304,304,
2025-11-23,fr,,510,510,
2025-11-23,it,,224,224,
2025-11-24,de,,1727,1727,
2025-11-24,en,,1930,1930,
2025-11-24,es,,304,304,
2025-11-24,fr,,510,510,
2025-11-24,it,,224,224,
2025-11-25,de,,1727,1727,
2025-11-25,en,,1930,1930,
2025-11-25,es,,304,304,
2025-11-25,fr,,510,510,
2025-11-25,it,,224,224,
2025-11-26,de,,1727,1727,
2025-11-26,en,,1930,1930,
2025-11-26,es,,304,304,
2025-11-26,fr,,510,510,
2025-11-26,it,,224,224,
2025-11-27,de,,1727,1727,
2025-11-27,en,,1930,1930,
2025-11-27,es,,304,304,
2025-11-27,fr,,510,510,
2025-11-27,it,,224,224,
2025-11-28,de,,1727,1727,
2025-11-28,en,,1930,1930,
2025-11-28,es,,304,304,
2025-11-28,fr,,510,510,
2025-11-28,it,,224,224,
2025-11-29,de,,1727,1727,
2025-11-29,en,,1930,1930,
2025-11-29,es,,304,304,
2025-11-29,fr,,510,510,
2025-11-29,it,,224,224,
2025-11-30,de,,1727,1727,
2025-11-30,en,,1930,1930,
2025-11-30,es,,304,304,
2025-11-30,fr,,510,510,
2025-11-30,it,,224,224,
2025-12-01,de,,1727,1727,
2025-12-01,en,,1930,1930,
2025-12-01,es,,304,304,
2025-12-01,fr,,510,510,
2025-12-01,it,,224,224,
2025-12-02,de,,1727,1727,
2025-12-02,en,,1930,1930,
2025-12-02,es,,304,304,
2025-12-02,fr,,510,510,
2025-12-02,it,,224,224,
2025-12-03,de,,1727,1727,
2025-12-03,en,,1930,1930,
2025-12-03,es,,304,304,
2025-12-03,fr,,510,510,
2025-12-03,it,,224,224,
2025-12-04,de,,1727,1727,
2025-12-04,en,,1930,1930,
2025-12-04,es,,304,304,
2025-12-04,fr,,510,510,
2025-12-04,it,,224,224,
2025-12-05,de,,1727,1727,
2025-12-05,en,,1930,1930,
2025-12-05,es,,304,304,
2025-12-05,fr,,510,510,
2025-12-05,it,,224,224,
2025-12-06,de,,1727,1727,
2025-12-06,en,,1930,1930,
2025-12-06,es,,304,304,
2025-12-06,fr,,510,510,
2025-12-06,it,,224,224,
2025-12-07,de,,1727,1727,
2025-12-07,en,,1930,1930,
2025-12-07,es,,304,304,
2025-12-07,fr,,510,510,
2025-12-07,it,,224,224,
2025-12-08,de,,1727,1727,
2025-12-08,en,,1930,1930,
2025-12-08,es,,304,304,
2025-12-08,fr,,510,510,
2025-12-08,it,,224,224,
2025-12-09,de,,1727,1727,
2025-12-09,en,,1930,1930,
2025-12-09,es,,304,304,
2025-12-09,fr,,510,510,
2025-12-09,it,,224,224,
2025-12-10,de,,1727,1727,
2025-12-10,en,,1930,1930,
2025-12-10,es,,304,304,
2025-12-10,fr,,510,510,
2025-12-10,it,,224,224,
2025-12-11,de,,1727,1727,
2025-12-11,en,,1930,1930,
2025-12-11,es,,304,304,
2025-12-11,fr,,510,510,
2025-12-11,it,,224,224,
2025-12-12,de,,1727,1727,
2025-12-12,en,,1930,1930,
2025-12-12,es,,304,304,
2025-12-12,fr,,510,510,
2025-12-12,it,,224,224,
2025-12-13,de,,1727,1727,
2025-12-13,en,,1930,1930,
2025-12-13,es,,304,304,
2025-12-13,fr,,510,510,
2025-12-13,it,,224,224,
2025-12-14,de,,1727,1727,
2025-12-14,en,,1930,1930,
2025-12-14,es,,304,304,
2025-12-14,fr,,510,510,
2025-12-14,it,,224,224,
2025-12-15,de,,1727,1727,
2025-12-15,en,,1930,1930,
2025-12-15,es,,304,304,
2025-12-15,fr,,510,510,
2025-12-15,it,,224,224,
2025-12-16,de,,1727,1727,
2025-12-16,en,,1930,1930,
2025-12-16,es,,304,304,
2025-12-16,fr,,510,510,
2025-12-16,it,,224,224,
2025-12-17,de,,1727,1727,
2025-12-17,en,,1930,1930,
2025-12-17,es,,304,304,
2025-12-17,fr,,510,510,
2025-12-17,it,,224,224,
2025-12-18,de,,1727,1727,
2025-12-18,en,,1930,1930,
2025-12-18,es,,304,304,
2025-12-18,fr,,510,510,
2025-12-18,it,,224,224,
2025-12-19,de,,1727,1727,
2025-12-19,en,,1930,1930,
2025-12-19,es,,304,304,
2025-12-19,fr,,510,510,
2025-12-19,it,,224,224,
2025-12-20,de,,1727,1727,
2025-12-20,en,,1930,1930,
2025-12-20,es,,304,304,
2025-12-20,fr,,510,510,
2025-12-20,it,,224,224,
2025-12-21,de,,1727,1727,
2025-12-21,en,,1930,1930,
2025-12-21,es,,304,304,
2025-12-21,fr,,510,510,
2025-12-21,it,,224,224,
2025-12-22,de,,1727,1727,
2025-12-22,en,,1930,1930,
2025-12-22,es,,304,304,
2025-12-22,fr,,510,510,
2025-12-22,it,,224,224,
2025-12-23,de,,1727,1727,
2025-12-23,en,,1930,1930,
2025-12-23,es,,304,304,
2025-12-23,fr,,510,510,
2025-12-23,it,,224,224,
2025-12-24,de,,1727,1727,
2025-12-24,en,,1930,1930,
2025-12-24,es,,304,304,
2025-12-24,fr,,510,510,
2025-12-24,it,,224,224,
2025-12-25,de,,1727,1727,
2025-12-25,en,,1930,1930,
2025-12-25,es,,304,304,
2025-12-25,fr,,510,510,
2025-12-25,it,,224,224,
2025-12-26,de,,1727,1727,
2025-12-26,en,,1930,1930,
2025-12-26,es,,304,304,
2025-12-26,fr,,510,510,
2025-12-26,it,,224,224,
2025-12-27,de,,1727,1727,
2025-12-27,en,,1930,1930,
2025-12-27,es,,304,304,
2025-12-27,fr,,510,510,
2025-12-27,it,,224,224,
2025-12-28,de,,1727,1727,
2025-12-28,en,,1930,1930,
2025-12-28,es,,304,304,
2025-12-28,fr,,510,510,
2025-12-28,it,,224,224,
2025-12-29,de,,1727,1727,
2025-12-29,en,,1930,1930,
2025-12-29,es,,304,304,
2025-12-29,fr,,510,510,
2025-12-29,it,,224,224,
2025-12-30,de,,1727,1727,
2025-12-30,en,,1930,1930,
2025-12-30,es,,304,304,
2025-12-30,fr,,510,510,
2025-12-30,it,,224,224,
2025-12-31,de,,1727,1727,
2025-12-31,en,,1930,1930,
2025-12-31,es,,304,304,
2025-12-31,fr,,510,510,
2025-12-31,it,,224,224,
2026-01-01,de,,1727,1727,
2026-01-01,en,,1930,1930,
2026-01-01,es,,304,304,
2026-01-01,fr,,510,510,
2026-01-01,it,,224,224,
2026-01-02,de,,1727,1727,
2026-01-02,en,,1930,1930,
2026-01-02,es,,304,304,
2026-01-02,fr,,510,510,
2026-01-02,it,,224,224,
2026-01-03,de,,1727,1727,
2026-01-03,en,,1930,1930,
2026-01-03,es,,304,304,
2026-01-03,fr,,510,510,
2026-01-03,it,,224,224,
2026-01-04,de,,1727,1727,
2026-01-04,en,,1930,1930,
2026-01-04,es,,304,304,
2026-01-04,fr,,510,510,
2026-01-04,it,,224,224,
2026-01-05,de,,1727,1727,
2026-01-05,en,,1930,1930,
2026-01-05,es,,304,304,
2026-01-05,fr,,510,510,
2026-01-05,it,,224,224,
2026-01-06,de,,1727,1727,
2026-01-06,en,,1930,1930,
2026-01-06,es,,304,304,
2026-01-06,fr,,510,510,
2026-01-06,it,,224,224,
2026-01-07,de,,1727,1727,
2026-01-07,en,,1930,1930,
2026-01-07,es,,304,304,
2026-01-07,fr,,510,510,
2026-01-07,it,,224,224,
2026-01-08,de,,1727,1727,
2026-01-08,en,,1930,1930,
2026-01-08,es,,304,304,
2026-01-08,fr,,510,510,
2026-01-08,it,,224,224,
2026-01-09,de,,1727,1727,
2026-01-09,en,,1930,1930,
2026-01-09,es,,304,304,
2026-01-09,fr,,510,510,
2026-01-09,it,,224,224,
2026-01-10,de,,1727,1727,
2026-01-10,en,,1930,1930,
2026-01-10,es,,304,304,
2026-01-10,fr,,510,510,
2026-01-10,it,,224,224,
2026-01-11,de,,1727,1727,
2026-01-11,en,,1930,1930,
2026-01-11,es,,304,304,
2026-01-11,fr,,510,510,
2026-01-11,it,,224,224,
2026-01-12,de,,1727,1727,
2026-01-12,en,,1930,1930,
2026-01-12,es,,304,304,
2026-01-12,fr,,510,510,
2026-01-12,it,,224,224,
2026-01-13,de,,1727,1727,
2026-01-13,en,,1930,1930,
2026-01-13,es,,304,304,
2026-01-13,fr,,510,510,
2026-01-13,it,,224,224,
2026-01-14,de,,1727,1727,
2026-01-14,en,,1930,1930,
2026-01-14,es,,304,304,
2026-01-14,fr,,510,510,
2026-01-14,it,,224,224,
2026-01-15,de,,1727,1727,
2026-01-15,en,,1930,1930,
2026-01-15,es,,304,304,
2026-01-15,fr,,510,510,
2026-01-15,it,,224,224,
2026-01-16,de,,1727,1727,
2026-01-16,en,,1930,1930,
2026-01-16,es,,304,304,
2026-01-16,fr,,510,510,
2026-01-16,it,,224,224,
2026-01-17,de,,1727,1727,
2026-01-17,en,,1930,1930,
2026-01-17,es,,304,304,
2026-01-17,fr,,510,510,
2026-01-17,it,,224,224,
2026-01-18,de,,1727,1727,
2026-01-18,en,,1930,1930,
2026-01-18,es,,304,304,
2026-01-18,fr,,510,510,
2026-01-18,it,,224,224,
2026-01-19,de,,1727,1727,
2026-01-19,en,,1930,1930,
2026-01-19,es,,304,304,
2026-01-19,fr,,510,510,
2026-01-19,it,,224,224,
2026-01-20,de,,1727,1727,
2026-01-20,en,,1930,1930,
2026-01-20,es,,304,304,
2026-01-20,fr,,510,510,
2026-01-20,it,,224,224,
2026-01-21,de,,1727,1727,
2026-01-21,en,,1930,1930,
2026-01-21,es,,304,304,
2026-01-21,fr,,510,510,
2026-01-21,it,,224,224,
2026-01-22,de,,1727,1727,
2026-01-22,en,,1930,1930,
2026-01-22,es,,304,304,
2026-01-22,fr,,510,510,
2026-01-22,it,,224,224,
2026-01-23,de,,1727,1727,
2026-01-23,en,,1930,1930,
2026-01-23,es,,304,304,
2026-01-23,fr,,510,510,
2026-01-23,it,,224,224,
2026-01-24,de,,1727,1727,
2026-01-24,en,,1930,1930,
2026-01-24,es,,304,304,
2026-01-24,fr,,510,510,
2026-01-24,it,,224,224,
2026-01-25,de,,1727,1727,
2026-01-25,en,,1930,1930,
2026-01-25,es,,304,304,
2026-01-25,fr,,510,510,
2026-01-25,it,,224,224,
2026-01-26,de,,1727,1727,
2026-01-26,en,,1930,1930,
2026-01-26,es,,304,304,
2026-01-26,fr,,510,510,
2026-01-26,it,,224,224,
2026-01-27,de,,1727,1727,
2026-01-27,en,,1930,1930,
2026-01-27,es,,304,304,
2026-01-27,fr,,510,510,
2026-01-27,it,,224,224,
2026-01-28,de,,1727,1727,
2026-01-28,en,,1930,1930,
2026-01-28,es,,304,304,
2026-01-28,fr,,510,510,
2026-01-28,it,,224,224,
2026-01-29,de,,1727,1727,
2026-01-29,en,,1930,1930,
2026-01-29,es,,304,304,
2026-01-29,fr,,510,510,
2026-01-29,it,,224,224,
2026-01-30,de,,1727,1727,
2026-01-30,en,,1930,1930,
2026-01-30,es,,304,304,
2026-01-30,fr,,510,510,
2026-01-30,it,,224,224,
2026-01-31,de,,1727,1727,
2026-01-31,en,,1930,1930,
2026-01-31,es,,304,304,
2026-01-31,fr,,510,510,
2026-01-31,it,,224,224,
2026-02-01,de,,1727,1727,
2026-02-01,en,,1930,1930,
2026-02-01,es,,304,304,
2026-02-01,fr,,510,510,
2026-02-01,it,,224,224,
2026-02-02,de,,1727,1727,
2026-02-02,en,,1930,1930,
2026-02-02,es,,304,304,
2026-02-02,fr,,510,510,
2026-02-02,it,,224,224,
2026-02-03,de,,1727,1727,
2026-02-03,en,,1930,1930,
2026-02-03,es,,304,304,
2026-02-03,fr,,510,510,
2026-02-03,it,,224,224,
2026-02-04,de,,1727,1727,
2026-02-04,en,,1930,1930,
2026-02-04,es,,304,304,
2026-02-04,fr,,510,510,
2026-02-04,it,,224,224,
